index,psd,reference,boundary,stable,reference_edge,possible_min,possible_max,uncertainty_aware_comparison,old_edge,old_point_estimate_shift,current_edge,current_point_estimate_shift,ideal_public_rounding_edge,ideal_public_rounding_point_estimate_shift
55,proposed,input_power,12,True,1029509,1029509,1029509,current_closer,1029571,62,1029509,0,1029509,0
55,proposed,input_power,13,True,1035278,1035278,1035278,current_closer,1035311,33,1035278,0,1035278,0
55,proposed,input_power,14,True,1040029,1040029,1040029,current_closer,1040049,20,1040029,0,1040029,0
55,proposed,input_power,15,True,1044449,1044449,1044449,current_closer,1044459,10,1044449,0,1044449,0
56,proposed,input_power,1,True,28507,28507,28507,current_closer,28489,-18,28507,0,28507,0
56,proposed,input_power,2,True,37576,37576,37576,current_closer,37542,-34,37576,0,37576,0
56,proposed,input_power,3,True,45579,45579,45579,current_closer,45521,-58,45579,0,45579,0
56,proposed,input_power,4,True,53784,53784,53784,current_closer,53707,-77,53784,0,53784,0
56,proposed,input_power,5,True,63874,63874,63874,current_closer,63733,-141,63874,0,63874,0
56,proposed,input_power,6,True,76480,76480,76480,current_closer,76267,-213,76480,0,76480,0
56,proposed,input_power,7,True,94629,94629,94629,current_closer,94250,-379,94629,0,94629,0
56,proposed,input_power,8,True,126301,126301,126301,current_closer,125370,-931,126301,0,126301,0
56,proposed,input_power,9,True,433332,433332,433332,current_closer,347178,-86154,433333,1,433333,1
56,proposed,input_power,10,True,1010386,1010386,1010386,current_closer,1010620,234,1010386,0,1010386,0
56,proposed,input_power,11,True,1022127,1022127,1022127,current_closer,1022231,104,1022127,0,1022127,0
56,proposed,input_power,12,True,1029580,1029580,1029580,current_closer,1029644,64,1029580,0,1029580,0
56,proposed,input_power,13,True,1035315,1035315,1035315,current_closer,1035347,32,1035315,0,1035315,0
56,proposed,input_power,14,True,1040052,1040052,1040052,current_closer,1040072,20,1040052,0,1040052,0
56,proposed,input_power,15,True,1044460,1044460,1044460,current_closer,1044470,10,1044460,0,1044460,0
57,proposed,input_power,1,True,28520,28520,28520,current_closer,28502,-18,28520,0,28520,0
57,proposed,input_power,2,True,37600,37600,37600,current_closer,37568,-32,37600,0,37600,0
57,proposed,input_power,3,True,45619,45619,45619,current_closer,45565,-54,45619,0,45619,0
57,proposed,input_power,4,True,53839,53839,53839,current_closer,53765,-74,53839,0,53839,0
57,proposed,input_power,5,True,63971,63971,63971,current_closer,63837,-134,63971,0,63971,0
57,proposed,input_power,6,True,76636,76636,76636,current_closer,76423,-213,76636,0,76636,0
57,proposed,input_power,7,True,94897,94897,94897,current_closer,94531,-366,94897,0,94897,0
57,proposed,input_power,8,True,126979,126979,126979,current_closer,126050,-929,126979,0,126979,0
57,proposed,input_power,9,True,717222,717222,717222,current_closer,945209,227987,717230,8,717230,8
57,proposed,input_power,10,True,1010595,1010595,1010595,current_closer,1010814,219,1010595,0,1010595,0
57,proposed,input_power,11,True,1022231,1022231,1022231,current_closer,1022332,101,1022231,0,1022231,0
57,proposed,input_power,12,True,1029648,1029648,1029648,current_closer,1029711,63,1029648,0,1029648,0
57,proposed,input_power,13,True,1035351,1035351,1035351,current_closer,1035386,35,1035351,0,1035351,0
57,proposed,input_power,14,True,1040076,1040076,1040076,current_closer,1040097,21,1040076,0,1040076,0
57,proposed,input_power,15,True,1044472,1044472,1044472,current_closer,1044482,10,1044472,0,1044472,0
58,proposed,input_power,1,True,28540,28540,28540,current_closer,28523,-17,28540,0,28540,0
58,proposed,input_power,2,True,37635,37635,37635,current_closer,37605,-30,37635,0,37635,0
58,proposed,input_power,3,True,45684,45684,45684,current_closer,45628,-56,45684,0,45684,0
58,proposed,input_power,4,True,53925,53925,53925,current_closer,53851,-74,53925,0,53925,0
58,proposed,input_power,5,True,64123,64123,64123,current_closer,63991,-132,64123,0,64123,0
58,proposed,input_power,6,True,76899,76899,76899,current_closer,76671,-228,76899,0,76899,0
58,proposed,input_power,7,True,95304,95304,95304,current_closer,94950,-354,95304,0,95304,0
58,proposed,input_power,8,True,128012,128012,128012,current_closer,127100,-912,128012,0,128012,0
58,proposed,input_power,9,True,950959,950959,950959,current_closer,958670,7711,950959,0,950959,0
58,proposed,input_power,10,True,1010906,1010906,1010906,current_closer,1011110,204,1010906,0,1010906,0
58,proposed,input_power,11,True,1022365,1022365,1022365,current_closer,1022475,110,1022365,0,1022365,0
58,proposed,input_power,12,True,1029726,1029726,1029726,current_closer,1029785,59,1029726,0,1029726,0
58,proposed,input_power,13,True,1035392,1035392,1035392,current_closer,1035427,35,1035392,0,1035392,0
58,proposed,input_power,14,True,1040098,1040098,1040098,current_closer,1040117,19,1040098,0,1040098,0
58,proposed,input_power,15,True,1044482,1044482,1044482,current_closer,1044491,9,1044482,0,1044482,0
59,proposed,input_power,1,True,28472,28472,28472,current_closer,28452,-20,28472,0,28472,0
59,proposed,input_power,2,True,37504,37504,37504,current_closer,37461,-43,37504,0,37504,0
59,proposed,input_power,3,True,45457,45457,45457,current_closer,45398,-59,45457,0,45457,0
59,proposed,input_power,4,True,53596,53596,53596,current_closer,53503,-93,53596,0,53596,0
59,proposed,input_power,5,True,63532,63532,63532,current_closer,63390,-142,63532,0,63532,0
59,proposed,input_power,6,True,75912,75912,75912,current_closer,75675,-237,75912,0,75912,0
59,proposed,input_power,7,True,93606,93606,93606,current_closer,93209,-397,93606,0,93606,0
59,proposed,input_power,8,True,123582,123582,123582,current_closer,122613,-969,123582,0,123582,0
59,proposed,input_power,9,True,283104,283104,283104,current_closer,267434,-15670,283104,0,283104,0
59,proposed,input_power,10,True,1008972,1008972,1008972,current_closer,1009311,339,1008972,0,1008972,0
59,proposed,input_power,11,True,1021556,1021556,1021556,current_closer,1021668,112,1021556,0,1021556,0
59,proposed,input_power,12,True,1029243,1029243,1029243,current_closer,1029311,68,1029243,0,1029243,0
59,proposed,input_power,13,True,1035093,1035093,1035093,current_closer,1035136,43,1035093,0,1035093,0
59,proposed,input_power,14,True,1039936,1039936,1039936,current_closer,1039959,23,1039936,0,1039936,0
59,proposed,input_power,15,True,1044397,1044397,1044397,current_closer,1044409,12,1044397,0,1044397,0
60,proposed,input_power,1,True,28485,28485,28485,current_closer,28464,-21,28485,0,28485,0
60,proposed,input_power,2,True,37529,37529,37529,current_closer,37487,-42,37529,0,37529,0
60,proposed,input_power,3,True,45491,45491,45491,current_closer,45436,-55,45491,0,45491,0
60,proposed,input_power,4,True,53652,53652,53652,current_closer,53560,-92,53652,0,53652,0
60,proposed,input_power,5,True,63623,63623,63623,current_closer,63476,-147,63623,0,63623,0
60,proposed,input_power,6,True,76055,76055,76055,current_closer,75814,-241,76055,0,76055,0
60,proposed,input_power,7,True,93831,93831,93831,current_closer,93444,-387,93831,0,93831,0
60,proposed,input_power,8,True,124154,124154,124154,current_closer,123198,-956,124154,0,124154,0
60,proposed,input_power,9,True,297793,297793,297793,current_closer,275625,-22168,297793,0,297793,0
60,proposed,input_power,10,True,1009206,1009206,1009206,current_closer,1009562,356,1009206,0,1009206,0
60,proposed,input_power,11,True,1021651,1021651,1021651,current_closer,1021765,114,1021651,0,1021651,0
60,proposed,input_power,12,True,1029309,1029309,1029309,current_closer,1029374,65,1029309,0,1029309,0
60,proposed,input_power,13,True,1035139,1035139,1035139,current_closer,1035183,44,1035139,0,1035139,0
60,proposed,input_power,14,True,1039961,1039961,1039961,current_closer,1039982,21,1039961,0,1039961,0
60,proposed,input_power,15,True,1044410,1044410,1044410,current_closer,1044422,12,1044410,0,1044410,0
61,proposed,input_power,1,True,28500,28500,28500,current_closer,28480,-20,28500,0,28500,0
61,proposed,input_power,2,True,37558,37558,37558,current_closer,37519,-39,37558,0,37558,0
61,proposed,input_power,3,True,45540,45540,45540,current_closer,45477,-63,45540,0,45540,0
61,proposed,input_power,4,True,53722,53722,53722,current_closer,53628,-94,53722,0,53722,0
61,proposed,input_power,5,True,63740,63740,63740,current_closer,63584,-156,63740,0,63740,0
61,proposed,input_power,6,True,76245,76245,76245,current_closer,75993,-252,76245,0,76245,0
61,proposed,input_power,7,True,94140,94140,94140,current_closer,93745,-395,94140,0,94140,0
61,proposed,input_power,8,True,124903,124903,124903,current_closer,123905,-998,124903,0,124903,0
61,proposed,input_power,9,True,320178,320178,320178,current_closer,293270,-26908,320177,-1,320177,-1
61,proposed,input_power,10,True,1009581,1009581,1009581,current_closer,1009883,302,1009581,0,1009581,0
61,proposed,input_power,11,True,1021773,1021773,1021773,current_closer,1021895,122,1021773,0,1021773,0
61,proposed,input_power,12,True,1029376,1029376,1029376,current_closer,1029441,65,1029376,0,1029376,0
61,proposed,input_power,13,True,1035182,1035182,1035182,current_closer,1035227,45,1035182,0,1035182,0
61,proposed,input_power,14,True,1039981,1039981,1039981,current_closer,1040002,21,1039981,0,1039981,0
61,proposed,input_power,15,True,1044421,1044421,1044421,current_closer,1044433,12,1044421,0,1044421,0
62,proposed,input_power,1,True,28515,28515,28515,current_closer,28494,-21,28515,0,28515,0
62,proposed,input_power,2,True,37586,37586,37586,current_closer,37547,-39,37586,0,37586,0
62,proposed,input_power,3,True,45587,45587,45587,current_closer,45521,-66,45587,0,45587,0
62,proposed,input_power,4,True,53785,53785,53785,current_closer,53697,-88,53785,0,53785,0
62,proposed,input_power,5,True,63854,63854,63854,current_closer,63694,-160,63854,0,63854,0
62,proposed,input_power,6,True,76415,76415,76415,current_closer,76173,-242,76415,0,76415,0
62,proposed,input_power,7,True,94442,94442,94442,current_closer,94014,-428,94442,0,94442,0
62,proposed,input_power,8,True,125608,125608,125608,current_closer,124596,-1012,125608,0,125608,0
62,proposed,input_power,9,True,348101,348101,348101,current_closer,311828,-36273,348101,0,348101,0
62,proposed,input_power,10,True,1009861,1009861,1009861,current_closer,1010171,310,1009861,0,1009861,0
62,proposed,input_power,11,True,1021886,1021886,1021886,current_closer,1022009,123,1021886,0,1021886,0
62,proposed,input_power,12,True,1029436,1029436,1029436,current_closer,1029502,66,1029436,0,1029436,0
62,proposed,input_power,13,True,1035224,1035224,1035224,current_closer,1035269,45,1035224,0,1035224,0
62,proposed,input_power,14,True,1040000,1040000,1040000,current_closer,1040021,21,1040000,0,1040000,0
62,proposed,input_power,15,True,1044432,1044432,1044432,current_closer,1044444,12,1044432,0,1044432,0
63,proposed,input_power,1,True,28529,28529,28529,current_closer,28508,-21,28529,0,28529,0
63,proposed,input_power,2,True,37611,37611,37611,current_closer,37574,-37,37611,0,37611,0
63,proposed,input_power,3,True,45632,45632,45632,current_closer,45567,-65,45632,0,45632,0
63,proposed,input_power,4,True,53845,53845,53845,current_closer,53757,-88,53845,0,53845,0
63,proposed,input_power,5,True,63962,63962,63962,current_closer,63803,-159,63962,0,63962,0
63,proposed,input_power,6,True,76589,76589,76589,current_closer,76336,-253,76589,0,76589,0
63,proposed,input_power,7,True,94736,94736,94736,current_closer,94308,-428,94736,0,94736,0
63,proposed,input_power,8,True,126353,126353,126353,current_closer,125270,-1083,126353,0,126353,0
63,proposed,input_power,9,True,393256,393256,393256,current_closer,329886,-63370,393254,-2,393254,-2
63,proposed,input_power,10,True,1010145,1010145,1010145,current_closer,1010411,266,1010145,0,1010145,0
63,proposed,input_power,11,True,1021998,1021998,1021998,current_closer,1022120,122,1021997,-1,1021997,-1
63,proposed,input_power,12,True,1029496,1029496,1029496,current_closer,1029567,71,1029496,0,1029496,0
63,proposed,input_power,13,True,1035265,1035265,1035265,current_closer,1035305,40,1035265,0,1035265,0
63,proposed,input_power,14,True,1040020,1040020,1040020,current_closer,1040043,23,1040020,0,1040020,0
63,proposed,input_power,15,True,1044443,1044443,1044443,current_closer,1044455,12,1044443,0,1044443,0
64,proposed,input_power,1,True,28546,28546,28546,current_closer,28524,-22,28546,0,28546,0
64,proposed,input_power,2,True,37641,37641,37641,current_closer,37603,-38,37641,0,37641,0
64,proposed,input_power,3,True,45684,45684,45684,current_closer,45617,-67,45684,0,45684,0
64,proposed,input_power,4,True,53916,53916,53916,current_closer,53825,-91,53916,0,53916,0
64,proposed,input_power,5,True,64086,64086,64086,current_closer,63927,-159,64086,0,64086,0
64,proposed,input_power,6,True,76801,76801,76801,current_closer,76534,-267,76801,0,76801,0
64,proposed,input_power,7,True,95060,95060,95060,current_closer,94642,-418,95060,0,95060,0
64,proposed,input_power,8,True,127165,127165,127165,current_closer,126083,-1082,127166,1,127166,1
64,proposed,input_power,9,True,497825,497825,497825,current_closer,939168,441343,497843,18,497843,18
64,proposed,input_power,10,True,1010402,1010402,1010402,current_closer,1010674,272,1010402,0,1010402,0
64,proposed,input_power,11,True,1022113,1022113,1022113,current_closer,1022235,122,1022113,0,1022113,0
64,proposed,input_power,12,True,1029561,1029561,1029561,current_closer,1029636,75,1029561,0,1029561,0
64,proposed,input_power,13,True,1035301,1035301,1035301,current_closer,1035338,37,1035302,1,1035302,1
64,proposed,input_power,14,True,1040040,1040040,1040040,current_closer,1040064,24,1040040,0,1040040,0
64,proposed,input_power,15,True,1044453,1044453,1044453,current_closer,1044465,12,1044453,0,1044453,0
65,proposed,input_power,1,True,28565,28565,28565,current_closer,28542,-23,28565,0,28565,0
65,proposed,input_power,2,True,37674,37674,37674,current_closer,37634,-40,37674,0,37674,0
65,proposed,input_power,3,True,45738,45738,45738,current_closer,45672,-66,45738,0,45738,0
65,proposed,input_power,4,True,53987,53987,53987,current_closer,53900,-87,53987,0,53987,0
65,proposed,input_power,5,True,64211,64211,64211,current_closer,64058,-153,64211,0,64211,0
65,proposed,input_power,6,True,77014,77014,77014,current_closer,76752,-262,77014,0,77014,0
65,proposed,input_power,7,True,95434,95434,95434,current_closer,94991,-443,95434,0,95434,0
65,proposed,input_power,8,True,128060,128060,128060,current_closer,126978,-1082,128060,0,128060,0
65,proposed,input_power,9,True,939937,939937,939937,current_closer,955220,15283,939937,0,939937,0
65,proposed,input_power,10,True,1010676,1010676,1010676,current_closer,1010922,246,1010676,0,1010676,0
65,proposed,input_power,11,True,1022231,1022231,1022231,current_closer,1022348,117,1022231,0,1022231,0
65,proposed,input_power,12,True,1029631,1029631,1029631,current_closer,1029703,72,1029631,0,1029631,0
65,proposed,input_power,13,True,1035334,1035334,1035334,current_closer,1035373,39,1035334,0,1035334,0
65,proposed,input_power,14,True,1040061,1040061,1040061,current_closer,1040084,23,1040061,0,1040061,0
65,proposed,input_power,15,True,1044463,1044463,1044463,current_closer,1044474,11,1044463,0,1044463,0
66,proposed,input_power,1,True,28579,28579,28579,current_closer,28555,-24,28579,0,28579,0
66,proposed,input_power,2,True,37700,37700,37700,current_closer,37657,-43,37700,0,37700,0
66,proposed,input_power,3,True,45779,45779,45779,current_closer,45711,-68,45779,0,45779,0
66,proposed,input_power,4,True,54042,54042,54042,current_closer,53950,-92,54042,0,54042,0
66,proposed,input_power,5,True,64302,64302,64302,current_closer,64149,-153,64302,0,64302,0
66,proposed,input_power,6,True,77156,77156,77156,current_closer,76905,-251,77156,0,77156,0
66,proposed,input_power,7,True,95694,95694,95694,current_closer,95237,-457,95694,0,95694,0
66,proposed,input_power,8,True,128703,128703,128703,current_closer,127589,-1114,128703,0,128703,0
66,proposed,input_power,9,True,952420,952420,952420,current_closer,960733,8313,952419,-1,952419,-1
66,proposed,input_power,10,True,1010865,1010865,1010865,current_closer,1011114,249,1010865,0,1010865,0
66,proposed,input_power,11,True,1022329,1022329,1022329,current_closer,1022460,131,1022329,0,1022329,0
66,proposed,input_power,12,True,1029695,1029695,1029695,current_closer,1029769,74,1029695,0,1029695,0
66,proposed,input_power,13,True,1035370,1035370,1035370,current_closer,1035412,42,1035370,0,1035370,0
66,proposed,input_power,14,True,1040084,1040084,1040084,current_closer,1040107,23,1040084,0,1040084,0
66,proposed,input_power,15,True,1044474,1044474,1044474,current_closer,1044485,11,1044474,0,1044474,0
67,proposed,input_power,1,True,28466,28466,28466,current_closer,28445,-21,28466,0,28466,0
67,proposed,input_power,2,True,37494,37494,37494,current_closer,37447,-47,37494,0,37494,0
67,proposed,input_power,3,True,45446,45446,45446,current_closer,45381,-65,45446,0,45446,0
67,proposed,input_power,4,True,53581,53581,53581,current_closer,53484,-97,53581,0,53581,0
67,proposed,input_power,5,True,63514,63514,63514,current_closer,63363,-151,63514,0,63514,0
67,proposed,input_power,6,True,75891,75891,75891,current_closer,75645,-246,75891,0,75891,0
67,proposed,input_power,7,True,93589,93589,93589,current_closer,93173,-416,93589,0,93589,0
67,proposed,input_power,8,True,123609,123609,123609,current_closer,122594,-1015,123609,0,123609,0
67,proposed,input_power,9,True,286329,286329,286329,current_closer,269705,-16624,286330,1,286330,1
67,proposed,input_power,10,True,1009098,1009098,1009098,current_closer,1009485,387,1009098,0,1009098,0
67,proposed,input_power,11,True,1021616,1021616,1021616,current_closer,1021735,119,1021616,0,1021616,0
67,proposed,input_power,12,True,1029286,1029286,1029286,current_closer,1029357,71,1029286,0,1029286,0
67,proposed,input_power,13,True,1035124,1035124,1035124,current_closer,1035171,47,1035124,0,1035124,0
67,proposed,input_power,14,True,1039954,1039954,1039954,current_closer,1039976,22,1039954,0,1039954,0
67,proposed,input_power,15,True,1044406,1044406,1044406,current_closer,1044418,12,1044406,0,1044406,0
68,proposed,input_power,1,True,28386,28386,28386,current_closer,28362,-24,28386,0,28386,0
68,proposed,input_power,2,True,37322,37322,37322,current_closer,37270,-52,37322,0,37322,0
68,proposed,input_power,3,True,45212,45212,45212,current_closer,45138,-74,45212,0,45212,0
68,proposed,input_power,4,True,53250,53250,53250,current_closer,53158,-92,53250,0,53250,0
68,proposed,input_power,5,True,62967,62967,62967,current_closer,62818,-149,62967,0,62967,0
68,proposed,input_power,6,True,75046,75046,75046,current_closer,74796,-250,75046,0,75046,0
68,proposed,input_power,7,True,92126,92126,92126,current_closer,91699,-427,92126,0,92126,0
68,proposed,input_power,8,True,120345,120345,120345,current_closer,119435,-910,120345,0,120345,0
68,proposed,input_power,9,True,237666,237666,237666,current_closer,226426,-11240,237666,0,237666,0
68,proposed,input_power,10,True,1007629,1007629,1007629,current_closer,1007966,337,1007629,0,1007629,0
68,proposed,input_power,11,True,1021085,1021085,1021085,current_closer,1021218,133,1021085,0,1021085,0
68,proposed,input_power,12,True,1028976,1028976,1028976,current_closer,1029046,70,1028976,0,1028976,0
68,proposed,input_power,13,True,1034933,1034933,1034933,current_closer,1034978,45,1034933,0,1034933,0
68,proposed,input_power,14,True,1039852,1039852,1039852,current_closer,1039876,24,1039852,0,1039852,0
68,proposed,input_power,15,True,1044356,1044356,1044356,current_closer,1044368,12,1044356,0,1044356,0
69,proposed,input_power,1,True,28409,28409,28409,current_closer,28386,-23,28409,0,28409,0
69,proposed,input_power,2,True,37369,37369,37369,current_closer,37323,-46,37369,0,37369,0
69,proposed,input_power,3,True,45278,45278,45278,current_closer,45212,-66,45278,0,45278,0
69,proposed,input_power,4,True,53341,53341,53341,current_closer,53250,-91,53341,0,53341,0
69,proposed,input_power,5,True,63112,63112,63112,current_closer,62967,-145,63112,0,63112,0
69,proposed,input_power,6,True,75277,75277,75277,current_closer,75045,-232,75277,0,75277,0
69,proposed,input_power,7,True,92558,92558,92558,current_closer,92125,-433,92558,0,92558,0
69,proposed,input_power,8,True,121279,121279,121279,current_closer,120340,-939,121279,0,121279,0
69,proposed,input_power,9,True,249844,249844,249844,current_closer,237991,-11853,249843,-1,249843,-1
69,proposed,input_power,10,True,1008032,1008032,1008032,current_closer,1008373,341,1008032,0,1008032,0
69,proposed,input_power,11,True,1021231,1021231,1021231,current_closer,1021360,129,1021231,0,1021231,0
69,proposed,input_power,12,True,1029045,1029045,1029045,current_closer,1029122,77,1029045,0,1029045,0
69,proposed,input_power,13,True,1034974,1034974,1034974,current_closer,1035020,46,1034974,0,1034974,0
69,proposed,input_power,14,True,1039872,1039872,1039872,current_closer,1039896,24,1039872,0,1039872,0
69,proposed,input_power,15,True,1044365,1044365,1044365,current_closer,1044377,12,1044365,0,1044365,0
70,proposed,input_power,1,True,28423,28423,28423,current_closer,28401,-22,28423,0,28423,0
70,proposed,input_power,2,True,37399,37399,37399,current_closer,37355,-44,37399,0,37399,0
70,proposed,input_power,3,True,45320,45320,45320,current_closer,45258,-62,45320,0,45320,0
70,proposed,input_power,4,True,53397,53397,53397,current_closer,53312,-85,53397,0,53397,0
70,proposed,input_power,5,True,63215,63215,63215,current_closer,63065,-150,63215,0,63215,0
70,proposed,input_power,6,True,75450,75450,75450,current_closer,75199,-251,75450,0,75450,0
70,proposed,input_power,7,True,92839,92839,92839,current_closer,92414,-425,92839,0,92839,0
70,proposed,input_power,8,True,121900,121900,121900,current_closer,120957,-943,121900,0,121900,0
70,proposed,input_power,9,True,258724,258724,258724,current_closer,246617,-12107,258724,0,258724,0
70,proposed,input_power,10,True,1008340,1008340,1008340,current_closer,1008682,342,1008340,0,1008340,0
70,proposed,input_power,11,True,1021349,1021349,1021349,current_closer,1021477,128,1021349,0,1021349,0
70,proposed,input_power,12,True,1029118,1029118,1029118,current_closer,1029196,78,1029118,0,1029118,0
70,proposed,input_power,13,True,1035018,1035018,1035018,current_closer,1035064,46,1035018,0,1035018,0
70,proposed,input_power,14,True,1039895,1039895,1039895,current_closer,1039920,25,1039895,0,1039895,0
70,proposed,input_power,15,True,1044377,1044377,1044377,current_closer,1044388,11,1044377,0,1044377,0
71,proposed,input_power,1,True,28437,28437,28437,current_closer,28415,-22,28437,0,28437,0
71,proposed,input_power,2,True,37430,37430,37430,current_closer,37382,-48,37430,0,37430,0
71,proposed,input_power,3,True,45360,45360,45360,current_closer,45295,-65,45360,0,45360,0
71,proposed,input_power,4,True,53456,53456,53456,current_closer,53364,-92,53456,0,53456,0
71,proposed,input_power,5,True,63320,63320,63320,current_closer,63152,-168,63320,0,63320,0
71,proposed,input_power,6,True,75597,75597,75597,current_closer,75345,-252,75597,0,75597,0
71,proposed,input_power,7,True,93096,93096,93096,current_closer,92671,-425,93096,0,93096,0
71,proposed,input_power,8,True,122483,122483,122483,current_closer,121506,-977,122483,0,122483,0
71,proposed,input_power,9,True,267996,267996,267996,current_closer,254636,-13360,267996,0,267996,0
71,proposed,input_power,10,True,1008628,1008628,1008628,current_closer,1009011,383,1008628,0,1008628,0
71,proposed,input_power,11,True,1021464,1021464,1021464,current_closer,1021581,117,1021464,0,1021464,0
71,proposed,input_power,12,True,1029192,1029192,1029192,current_closer,1029263,71,1029192,0,1029192,0
71,proposed,input_power,13,True,1035064,1035064,1035064,current_closer,1035108,44,1035064,0,1035064,0
71,proposed,input_power,14,True,1039920,1039920,1039920,current_closer,1039945,25,1039920,0,1039920,0
71,proposed,input_power,15,True,1044389,1044389,1044389,current_closer,1044401,12,1044389,0,1044389,0
72,proposed,input_power,1,True,28456,28456,28456,current_closer,28435,-21,28456,0,28456,0
72,proposed,input_power,2,True,37474,37474,37474,current_closer,37426,-48,37474,0,37474,0
72,proposed,input_power,3,True,45421,45421,45421,current_closer,45355,-66,45421,0,45421,0
72,proposed,input_power,4,True,53544,53544,53544,current_closer,53448,-96,53544,0,53544,0
72,proposed,input_power,5,True,63463,63463,63463,current_closer,63306,-157,63463,0,63463,0
72,proposed,input_power,6,True,75810,75810,75810,current_closer,75580,-230,75810,0,75810,0
72,proposed,input_power,7,True,93476,93476,93476,current_closer,93061,-415,93476,0,93476,0
72,proposed,input_power,8,True,123393,123393,123393,current_closer,122399,-994,123393,0,123393,0
72,proposed,input_power,9,True,283869,283869,283869,current_closer,268412,-15457,283869,0,283869,0
72,proposed,input_power,10,True,1009047,1009047,1009047,current_closer,1009428,381,1009047,0,1009047,0
72,proposed,input_power,11,True,1021585,1021585,1021585,current_closer,1021701,116,1021585,0,1021585,0
72,proposed,input_power,12,True,1029261,1029261,1029261,current_closer,1029332,71,1029261,0,1029261,0
72,proposed,input_power,13,True,1035105,1035105,1035105,current_closer,1035150,45,1035105,0,1035105,0
72,proposed,input_power,14,True,1039942,1039942,1039942,current_closer,1039965,23,1039942,0,1039942,0
72,proposed,input_power,15,True,1044399,1044399,1044399,current_closer,1044411,12,1044399,0,1044399,0
73,proposed,input_power,1,True,28471,28471,28471,current_closer,28450,-21,28471,0,28471,0
73,proposed,input_power,2,True,37505,37505,37505,current_closer,37460,-45,37505,0,37505,0
73,proposed,input_power,3,True,45462,45462,45462,current_closer,45402,-60,45462,0,45462,0
73,proposed,input_power,4,True,53610,53610,53610,current_closer,53515,-95,53610,0,53610,0
73,proposed,input_power,5,True,63565,63565,63565,current_closer,63418,-147,63565,0,63565,0
73,proposed,input_power,6,True,75983,75983,75983,current_closer,75737,-246,75983,0,75983,0
73,proposed,input_power,7,True,93763,93763,93763,current_closer,93352,-411,93763,0,93763,0
73,proposed,input_power,8,True,124078,124078,124078,current_closer,123103,-975,124078,0,124078,0
73,proposed,input_power,9,True,302627,302627,302627,current_closer,279034,-23593,302627,0,302627,0
73,proposed,input_power,10,True,1009403,1009403,1009403,current_closer,1009707,304,1009403,0,1009403,0
73,proposed,input_power,11,True,1021695,1021695,1021695,current_closer,1021814,119,1021695,0,1021695,0
73,proposed,input_power,12,True,1029329,1029329,1029329,current_closer,1029395,66,1029329,0,1029329,0
73,proposed,input_power,13,True,1035149,1035149,1035149,current_closer,1035194,45,1035149,0,1035149,0
73,proposed,input_power,14,True,1039965,1039965,1039965,current_closer,1039986,21,1039965,0,1039965,0
73,proposed,input_power,15,True,1044411,1044411,1044411,current_closer,1044423,12,1044411,0,1044411,0
74,proposed,input_power,1,True,28480,28480,28480,current_closer,28459,-21,28480,0,28480,0
74,proposed,input_power,2,True,37523,37523,37523,current_closer,37481,-42,37523,0,37523,0
74,proposed,input_power,3,True,45486,45486,45486,current_closer,45430,-56,45486,0,45486,0
74,proposed,input_power,4,True,53651,53651,53651,current_closer,53558,-93,53651,0,53651,0
74,proposed,input_power,5,True,63632,63632,63632,current_closer,63483,-149,63632,0,63632,0
74,proposed,input_power,6,True,76089,76089,76089,current_closer,75845,-244,76089,0,76089,0
74,proposed,input_power,7,True,93919,93919,93919,current_closer,93529,-390,93919,0,93919,0
74,proposed,input_power,8,True,124498,124498,124498,current_closer,123516,-982,124498,0,124498,0
74,proposed,input_power,9,True,314892,314892,314892,current_closer,288425,-26467,314892,0,314892,0
74,proposed,input_power,10,True,1009577,1009577,1009577,current_closer,1009880,303,1009577,0,1009577,0
74,proposed,input_power,11,True,1021773,1021773,1021773,current_closer,1021895,122,1021773,0,1021773,0
74,proposed,input_power,12,True,1029377,1029377,1029377,current_closer,1029442,65,1029377,0,1029377,0
74,proposed,input_power,13,True,1035185,1035185,1035185,current_closer,1035230,45,1035185,0,1035185,0
74,proposed,input_power,14,True,1039984,1039984,1039984,current_closer,1040005,21,1039984,0,1039984,0
74,proposed,input_power,15,True,1044424,1044424,1044424,current_closer,1044436,12,1044424,0,1044424,0
75,proposed,input_power,1,True,28502,28502,28502,current_closer,28482,-20,28502,0,28502,0
75,proposed,input_power,2,True,37565,37565,37565,current_closer,37526,-39,37565,0,37565,0
75,proposed,input_power,3,True,45556,45556,45556,current_closer,45491,-65,45556,0,45556,0
75,proposed,input_power,4,True,53749,53749,53749,current_closer,53658,-91,53749,0,53749,0
75,proposed,input_power,5,True,63798,63798,63798,current_closer,63643,-155,63798,0,63798,0
75,proposed,input_power,6,True,76347,76347,76347,current_closer,76106,-241,76347,0,76347,0
75,proposed,input_power,7,True,94367,94367,94367,current_closer,93949,-418,94367,0,94367,0
75,proposed,input_power,8,True,125551,125551,125551,current_closer,124551,-1000,125551,0,125551,0
75,proposed,input_power,9,True,361732,361732,361732,current_closer,318313,-43419,361731,-1,361731,-1
75,proposed,input_power,10,True,1009979,1009979,1009979,current_closer,1010269,290,1009979,0,1009979,0
75,proposed,input_power,11,True,1021930,1021930,1021930,current_closer,1022049,119,1021930,0,1021930,0
75,proposed,input_power,12,True,1029458,1029458,1029458,current_closer,1029523,65,1029458,0,1029458,0
