index,psd,reference,boundary,stable,reference_edge,possible_min,possible_max,uncertainty_aware_comparison,old_edge,old_point_estimate_shift,current_edge,current_point_estimate_shift,ideal_public_rounding_edge,ideal_public_rounding_point_estimate_shift
57,original,rounded_power_scan_only,12,True,1029648,1029648,1029648,current_closer,1029710,62,1029648,0,1029648,0
57,original,rounded_power_scan_only,13,True,1035351,1035351,1035351,current_closer,1035386,35,1035351,0,1035351,0
57,original,rounded_power_scan_only,14,True,1040076,1040076,1040076,current_closer,1040096,20,1040076,0,1040076,0
57,original,rounded_power_scan_only,15,True,1044473,1044473,1044473,current_closer,1044482,9,1044473,0,1044473,0
58,original,rounded_power_scan_only,1,True,28540,28540,28540,current_closer,28523,-17,28540,0,28540,0
58,original,rounded_power_scan_only,2,True,37635,37635,37635,current_closer,37605,-30,37635,0,37635,0
58,original,rounded_power_scan_only,3,True,45683,45683,45683,current_closer,45628,-55,45683,0,45683,0
58,original,rounded_power_scan_only,4,True,53925,53925,53925,current_closer,53851,-74,53925,0,53925,0
58,original,rounded_power_scan_only,5,True,64123,64123,64123,current_closer,63991,-132,64123,0,64123,0
58,original,rounded_power_scan_only,6,True,76898,76898,76898,current_closer,76671,-227,76898,0,76898,0
58,original,rounded_power_scan_only,7,True,95303,95303,95303,current_closer,94950,-353,95303,0,95303,0
58,original,rounded_power_scan_only,8,True,128011,128011,128011,current_closer,127099,-912,128011,0,128011,0
58,original,rounded_power_scan_only,9,True,950939,950939,950939,current_closer,958653,7714,950940,1,950940,1
58,original,rounded_power_scan_only,10,True,1010906,1010906,1010906,current_closer,1011110,204,1010906,0,1010906,0
58,original,rounded_power_scan_only,11,True,1022365,1022365,1022365,current_closer,1022475,110,1022365,0,1022365,0
58,original,rounded_power_scan_only,12,True,1029726,1029726,1029726,current_closer,1029785,59,1029726,0,1029726,0
58,original,rounded_power_scan_only,13,True,1035392,1035392,1035392,current_closer,1035427,35,1035392,0,1035392,0
58,original,rounded_power_scan_only,14,True,1040098,1040098,1040098,current_closer,1040117,19,1040098,0,1040098,0
58,original,rounded_power_scan_only,15,True,1044482,1044482,1044482,current_closer,1044491,9,1044482,0,1044482,0
59,original,rounded_power_scan_only,1,True,28472,28472,28472,current_closer,28452,-20,28472,0,28472,0
59,original,rounded_power_scan_only,2,True,37504,37504,37504,current_closer,37461,-43,37504,0,37504,0
59,original,rounded_power_scan_only,3,True,45457,45457,45457,current_closer,45397,-60,45457,0,45457,0
59,original,rounded_power_scan_only,4,True,53595,53595,53595,current_closer,53503,-92,53595,0,53595,0
59,original,rounded_power_scan_only,5,True,63532,63532,63532,current_closer,63389,-143,63532,0,63532,0
59,original,rounded_power_scan_only,6,True,75912,75912,75912,current_closer,75674,-238,75912,0,75912,0
59,original,rounded_power_scan_only,7,True,93605,93605,93605,current_closer,93208,-397,93605,0,93605,0
59,original,rounded_power_scan_only,8,True,123581,123581,123581,current_closer,122610,-971,123581,0,123581,0
59,original,rounded_power_scan_only,9,True,283076,283076,283076,current_closer,267401,-15675,283076,0,283076,0
59,original,rounded_power_scan_only,10,True,1008972,1008972,1008972,current_closer,1009308,336,1008972,0,1008972,0
59,original,rounded_power_scan_only,11,True,1021556,1021556,1021556,current_closer,1021668,112,1021556,0,1021556,0
59,original,rounded_power_scan_only,12,True,1029243,1029243,1029243,current_closer,1029310,67,1029243,0,1029243,0
59,original,rounded_power_scan_only,13,True,1035093,1035093,1035093,current_closer,1035136,43,1035093,0,1035093,0
59,original,rounded_power_scan_only,14,True,1039936,1039936,1039936,current_closer,1039959,23,1039936,0,1039936,0
59,original,rounded_power_scan_only,15,True,1044397,1044397,1044397,current_closer,1044409,12,1044397,0,1044397,0
60,original,rounded_power_scan_only,1,True,28485,28485,28485,current_closer,28464,-21,28485,0,28485,0
60,original,rounded_power_scan_only,2,True,37529,37529,37529,current_closer,37487,-42,37529,0,37529,0
60,original,rounded_power_scan_only,3,True,45491,45491,45491,current_closer,45435,-56,45491,0,45491,0
60,original,rounded_power_scan_only,4,True,53651,53651,53651,current_closer,53559,-92,53651,0,53651,0
60,original,rounded_power_scan_only,5,True,63623,63623,63623,current_closer,63476,-147,63623,0,63623,0
60,original,rounded_power_scan_only,6,True,76055,76055,76055,current_closer,75814,-241,76055,0,76055,0
60,original,rounded_power_scan_only,7,True,93830,93830,93830,current_closer,93443,-387,93830,0,93830,0
60,original,rounded_power_scan_only,8,True,124153,124153,124153,current_closer,123197,-956,124153,0,124153,0
60,original,rounded_power_scan_only,9,True,297760,297760,297760,current_closer,275588,-22172,297760,0,297760,0
60,original,rounded_power_scan_only,10,True,1009205,1009205,1009205,current_closer,1009561,356,1009205,0,1009205,0
60,original,rounded_power_scan_only,11,True,1021651,1021651,1021651,current_closer,1021765,114,1021651,0,1021651,0
60,original,rounded_power_scan_only,12,True,1029308,1029308,1029308,current_closer,1029374,66,1029308,0,1029308,0
60,original,rounded_power_scan_only,13,True,1035139,1035139,1035139,current_closer,1035183,44,1035139,0,1035139,0
60,original,rounded_power_scan_only,14,True,1039961,1039961,1039961,current_closer,1039982,21,1039961,0,1039961,0
60,original,rounded_power_scan_only,15,True,1044410,1044410,1044410,current_closer,1044422,12,1044410,0,1044410,0
61,original,rounded_power_scan_only,1,True,28500,28500,28500,current_closer,28480,-20,28500,0,28500,0
61,original,rounded_power_scan_only,2,True,37558,37558,37558,current_closer,37519,-39,37558,0,37558,0
61,original,rounded_power_scan_only,3,True,45540,45540,45540,current_closer,45477,-63,45540,0,45540,0
61,original,rounded_power_scan_only,4,True,53722,53722,53722,current_closer,53628,-94,53722,0,53722,0
61,original,rounded_power_scan_only,5,True,63740,63740,63740,current_closer,63584,-156,63740,0,63740,0
61,original,rounded_power_scan_only,6,True,76245,76245,76245,current_closer,75993,-252,76245,0,76245,0
61,original,rounded_power_scan_only,7,True,94139,94139,94139,current_closer,93745,-394,94139,0,94139,0
61,original,rounded_power_scan_only,8,True,124902,124902,124902,current_closer,123904,-998,124902,0,124902,0
61,original,rounded_power_scan_only,9,True,320133,320133,320133,current_closer,293240,-26893,320133,0,320133,0
61,original,rounded_power_scan_only,10,True,1009581,1009581,1009581,current_closer,1009882,301,1009581,0,1009581,0
61,original,rounded_power_scan_only,11,True,1021773,1021773,1021773,current_closer,1021895,122,1021773,0,1021773,0
61,original,rounded_power_scan_only,12,True,1029376,1029376,1029376,current_closer,1029440,64,1029376,0,1029376,0
61,original,rounded_power_scan_only,13,True,1035182,1035182,1035182,current_closer,1035227,45,1035182,0,1035182,0
61,original,rounded_power_scan_only,14,True,1039981,1039981,1039981,current_closer,1040001,20,1039981,0,1039981,0
61,original,rounded_power_scan_only,15,True,1044421,1044421,1044421,current_closer,1044433,12,1044421,0,1044421,0
62,original,rounded_power_scan_only,1,True,28515,28515,28515,current_closer,28494,-21,28515,0,28515,0
62,original,rounded_power_scan_only,2,True,37585,37585,37585,current_closer,37547,-38,37585,0,37585,0
62,original,rounded_power_scan_only,3,True,45587,45587,45587,current_closer,45521,-66,45587,0,45587,0
62,original,rounded_power_scan_only,4,True,53785,53785,53785,current_closer,53696,-89,53785,0,53785,0
62,original,rounded_power_scan_only,5,True,63854,63854,63854,current_closer,63694,-160,63854,0,63854,0
62,original,rounded_power_scan_only,6,True,76415,76415,76415,current_closer,76173,-242,76415,0,76415,0
62,original,rounded_power_scan_only,7,True,94442,94442,94442,current_closer,94014,-428,94442,0,94442,0
62,original,rounded_power_scan_only,8,True,125606,125606,125606,current_closer,124596,-1010,125606,0,125606,0
62,original,rounded_power_scan_only,9,True,348032,348032,348032,current_closer,311811,-36221,348033,1,348033,1
62,original,rounded_power_scan_only,10,True,1009860,1009860,1009860,current_closer,1010171,311,1009860,0,1009860,0
62,original,rounded_power_scan_only,11,True,1021886,1021886,1021886,current_closer,1022009,123,1021886,0,1021886,0
62,original,rounded_power_scan_only,12,True,1029436,1029436,1029436,current_closer,1029502,66,1029436,0,1029436,0
62,original,rounded_power_scan_only,13,True,1035224,1035224,1035224,current_closer,1035269,45,1035224,0,1035224,0
62,original,rounded_power_scan_only,14,True,1040000,1040000,1040000,current_closer,1040021,21,1040000,0,1040000,0
62,original,rounded_power_scan_only,15,True,1044432,1044432,1044432,current_closer,1044444,12,1044432,0,1044432,0
63,original,rounded_power_scan_only,1,True,28529,28529,28529,current_closer,28508,-21,28529,0,28529,0
63,original,rounded_power_scan_only,2,True,37611,37611,37611,current_closer,37574,-37,37611,0,37611,0
63,original,rounded_power_scan_only,3,True,45632,45632,45632,current_closer,45567,-65,45632,0,45632,0
63,original,rounded_power_scan_only,4,True,53845,53845,53845,current_closer,53757,-88,53845,0,53845,0
63,original,rounded_power_scan_only,5,True,63962,63962,63962,current_closer,63803,-159,63962,0,63962,0
63,original,rounded_power_scan_only,6,True,76589,76589,76589,current_closer,76336,-253,76589,0,76589,0
63,original,rounded_power_scan_only,7,True,94736,94736,94736,current_closer,94307,-429,94736,0,94736,0
63,original,rounded_power_scan_only,8,True,126352,126352,126352,current_closer,125269,-1083,126352,0,126352,0
63,original,rounded_power_scan_only,9,True,393167,393167,393167,current_closer,329862,-63305,393167,0,393167,0
63,original,rounded_power_scan_only,10,True,1010144,1010144,1010144,current_closer,1010410,266,1010144,0,1010144,0
63,original,rounded_power_scan_only,11,True,1021997,1021997,1021997,current_closer,1022119,122,1021997,0,1021997,0
63,original,rounded_power_scan_only,12,True,1029496,1029496,1029496,current_closer,1029567,71,1029496,0,1029496,0
63,original,rounded_power_scan_only,13,True,1035265,1035265,1035265,current_closer,1035305,40,1035265,0,1035265,0
63,original,rounded_power_scan_only,14,True,1040020,1040020,1040020,current_closer,1040043,23,1040020,0,1040020,0
63,original,rounded_power_scan_only,15,True,1044443,1044443,1044443,current_closer,1044455,12,1044443,0,1044443,0
64,original,rounded_power_scan_only,1,True,28546,28546,28546,current_closer,28524,-22,28546,0,28546,0
64,original,rounded_power_scan_only,2,True,37640,37640,37640,current_closer,37603,-37,37640,0,37640,0
64,original,rounded_power_scan_only,3,True,45684,45684,45684,current_closer,45617,-67,45684,0,45684,0
64,original,rounded_power_scan_only,4,True,53915,53915,53915,current_closer,53825,-90,53915,0,53915,0
64,original,rounded_power_scan_only,5,True,64086,64086,64086,current_closer,63927,-159,64086,0,64086,0
64,original,rounded_power_scan_only,6,True,76801,76801,76801,current_closer,76534,-267,76801,0,76801,0
64,original,rounded_power_scan_only,7,True,95060,95060,95060,current_closer,94641,-419,95060,0,95060,0
64,original,rounded_power_scan_only,8,True,127164,127164,127164,current_closer,126082,-1082,127164,0,127164,0
64,original,rounded_power_scan_only,9,True,497169,497169,497169,current_closer,939144,441975,497175,6,497175,6
64,original,rounded_power_scan_only,10,True,1010401,1010401,1010401,current_closer,1010673,272,1010401,0,1010401,0
64,original,rounded_power_scan_only,11,True,1022112,1022112,1022112,current_closer,1022234,122,1022112,0,1022112,0
64,original,rounded_power_scan_only,12,True,1029561,1029561,1029561,current_closer,1029636,75,1029561,0,1029561,0
64,original,rounded_power_scan_only,13,True,1035301,1035301,1035301,current_closer,1035338,37,1035301,0,1035301,0
64,original,rounded_power_scan_only,14,True,1040040,1040040,1040040,current_closer,1040064,24,1040040,0,1040040,0
64,original,rounded_power_scan_only,15,True,1044453,1044453,1044453,current_closer,1044465,12,1044453,0,1044453,0
65,original,rounded_power_scan_only,1,True,28565,28565,28565,current_closer,28542,-23,28565,0,28565,0
65,original,rounded_power_scan_only,2,True,37674,37674,37674,current_closer,37634,-40,37674,0,37674,0
65,original,rounded_power_scan_only,3,True,45738,45738,45738,current_closer,45672,-66,45738,0,45738,0
65,original,rounded_power_scan_only,4,True,53987,53987,53987,current_closer,53900,-87,53987,0,53987,0
65,original,rounded_power_scan_only,5,True,64211,64211,64211,current_closer,64058,-153,64211,0,64211,0
65,original,rounded_power_scan_only,6,True,77013,77013,77013,current_closer,76751,-262,77013,0,77013,0
65,original,rounded_power_scan_only,7,True,95434,95434,95434,current_closer,94991,-443,95434,0,95434,0
65,original,rounded_power_scan_only,8,True,128059,128059,128059,current_closer,126978,-1081,128059,0,128059,0
65,original,rounded_power_scan_only,9,True,939890,939890,939890,current_closer,955214,15324,939890,0,939890,0
65,original,rounded_power_scan_only,10,True,1010676,1010676,1010676,current_closer,1010921,245,1010676,0,1010676,0
65,original,rounded_power_scan_only,11,True,1022230,1022230,1022230,current_closer,1022348,118,1022230,0,1022230,0
65,original,rounded_power_scan_only,12,True,1029630,1029630,1029630,current_closer,1029703,73,1029630,0,1029630,0
65,original,rounded_power_scan_only,13,True,1035334,1035334,1035334,current_closer,1035373,39,1035334,0,1035334,0
65,original,rounded_power_scan_only,14,True,1040061,1040061,1040061,current_closer,1040084,23,1040061,0,1040061,0
65,original,rounded_power_scan_only,15,True,1044463,1044463,1044463,current_closer,1044474,11,1044463,0,1044463,0
66,original,rounded_power_scan_only,1,True,28579,28579,28579,current_closer,28555,-24,28579,0,28579,0
66,original,rounded_power_scan_only,2,True,37700,37700,37700,current_closer,37657,-43,37700,0,37700,0
66,original,rounded_power_scan_only,3,True,45779,45779,45779,current_closer,45711,-68,45779,0,45779,0
66,original,rounded_power_scan_only,4,True,54042,54042,54042,current_closer,53950,-92,54042,0,54042,0
66,original,rounded_power_scan_only,5,True,64302,64302,64302,current_closer,64148,-154,64302,0,64302,0
66,original,rounded_power_scan_only,6,True,77156,77156,77156,current_closer,76904,-252,77156,0,77156,0
66,original,rounded_power_scan_only,7,True,95694,95694,95694,current_closer,95237,-457,95694,0,95694,0
66,original,rounded_power_scan_only,8,True,128701,128701,128701,current_closer,127588,-1113,128701,0,128701,0
66,original,rounded_power_scan_only,9,True,952402,952402,952402,current_closer,960722,8320,952401,-1,952401,-1
66,original,rounded_power_scan_only,10,True,1010865,1010865,1010865,current_closer,1011113,248,1010865,0,1010865,0
66,original,rounded_power_scan_only,11,True,1022329,1022329,1022329,current_closer,1022459,130,1022329,0,1022329,0
66,original,rounded_power_scan_only,12,True,1029695,1029695,1029695,current_closer,1029769,74,1029695,0,1029695,0
66,original,rounded_power_scan_only,13,True,1035370,1035370,1035370,current_closer,1035412,42,1035370,0,1035370,0
66,original,rounded_power_scan_only,14,True,1040084,1040084,1040084,current_closer,1040107,23,1040084,0,1040084,0
66,original,rounded_power_scan_only,15,True,1044474,1044474,1044474,current_closer,1044485,11,1044474,0,1044474,0
67,original,rounded_power_scan_only,1,True,28466,28466,28466,current_closer,28445,-21,28466,0,28466,0
67,original,rounded_power_scan_only,2,True,37494,37494,37494,current_closer,37447,-47,37494,0,37494,0
67,original,rounded_power_scan_only,3,True,45446,45446,45446,current_closer,45381,-65,45446,0,45446,0
67,original,rounded_power_scan_only,4,True,53581,53581,53581,current_closer,53484,-97,53581,0,53581,0
67,original,rounded_power_scan_only,5,True,63514,63514,63514,current_closer,63363,-151,63514,0,63514,0
67,original,rounded_power_scan_only,6,True,75891,75891,75891,current_closer,75645,-246,75891,0,75891,0
67,original,rounded_power_scan_only,7,True,93589,93589,93589,current_closer,93172,-417,93589,0,93589,0
67,original,rounded_power_scan_only,8,True,123607,123607,123607,current_closer,122594,-1013,123607,0,123607,0
67,original,rounded_power_scan_only,9,True,286296,286296,286296,current_closer,269695,-16601,286296,0,286296,0
67,original,rounded_power_scan_only,10,True,1009097,1009097,1009097,current_closer,1009485,388,1009098,1,1009098,1
67,original,rounded_power_scan_only,11,True,1021616,1021616,1021616,current_closer,1021735,119,1021616,0,1021616,0
67,original,rounded_power_scan_only,12,True,1029286,1029286,1029286,current_closer,1029357,71,1029286,0,1029286,0
67,original,rounded_power_scan_only,13,True,1035124,1035124,1035124,current_closer,1035171,47,1035124,0,1035124,0
67,original,rounded_power_scan_only,14,True,1039954,1039954,1039954,current_closer,1039976,22,1039954,0,1039954,0
67,original,rounded_power_scan_only,15,True,1044406,1044406,1044406,current_closer,1044418,12,1044406,0,1044406,0
68,original,rounded_power_scan_only,1,True,28385,28385,28385,current_closer,28362,-23,28385,0,28385,0
68,original,rounded_power_scan_only,2,True,37322,37322,37322,current_closer,37270,-52,37322,0,37322,0
68,original,rounded_power_scan_only,3,True,45212,45212,45212,current_closer,45137,-75,45212,0,45212,0
68,original,rounded_power_scan_only,4,True,53250,53250,53250,current_closer,53158,-92,53250,0,53250,0
68,original,rounded_power_scan_only,5,True,62966,62966,62966,current_closer,62818,-148,62966,0,62966,0
68,original,rounded_power_scan_only,6,True,75045,75045,75045,current_closer,74796,-249,75045,0,75045,0
68,original,rounded_power_scan_only,7,True,92125,92125,92125,current_closer,91699,-426,92125,0,92125,0
68,original,rounded_power_scan_only,8,True,120344,120344,120344,current_closer,119434,-910,120344,0,120344,0
68,original,rounded_power_scan_only,9,True,237652,237652,237652,current_closer,226415,-11237,237652,0,237652,0
68,original,rounded_power_scan_only,10,True,1007629,1007629,1007629,current_closer,1007965,336,1007629,0,1007629,0
68,original,rounded_power_scan_only,11,True,1021084,1021084,1021084,current_closer,1021218,134,1021084,0,1021084,0
68,original,rounded_power_scan_only,12,True,1028976,1028976,1028976,current_closer,1029045,69,1028976,0,1028976,0
68,original,rounded_power_scan_only,13,True,1034933,1034933,1034933,current_closer,1034978,45,1034933,0,1034933,0
68,original,rounded_power_scan_only,14,True,1039852,1039852,1039852,current_closer,1039876,24,1039852,0,1039852,0
68,original,rounded_power_scan_only,15,True,1044356,1044356,1044356,current_closer,1044368,12,1044356,0,1044356,0
69,original,rounded_power_scan_only,1,True,28409,28409,28409,current_closer,28386,-23,28409,0,28409,0
69,original,rounded_power_scan_only,2,True,37369,37369,37369,current_closer,37322,-47,37369,0,37369,0
69,original,rounded_power_scan_only,3,True,45278,45278,45278,current_closer,45212,-66,45278,0,45278,0
69,original,rounded_power_scan_only,4,True,53341,53341,53341,current_closer,53250,-91,53341,0,53341,0
69,original,rounded_power_scan_only,5,True,63112,63112,63112,current_closer,62967,-145,63112,0,63112,0
69,original,rounded_power_scan_only,6,True,75276,75276,75276,current_closer,75045,-231,75276,0,75276,0
69,original,rounded_power_scan_only,7,True,92557,92557,92557,current_closer,92124,-433,92557,0,92557,0
69,original,rounded_power_scan_only,8,True,121278,121278,121278,current_closer,120338,-940,121278,0,121278,0
69,original,rounded_power_scan_only,9,True,249827,249827,249827,current_closer,237967,-11860,249827,0,249827,0
69,original,rounded_power_scan_only,10,True,1008032,1008032,1008032,current_closer,1008372,340,1008032,0,1008032,0
69,original,rounded_power_scan_only,11,True,1021230,1021230,1021230,current_closer,1021359,129,1021230,0,1021230,0
69,original,rounded_power_scan_only,12,True,1029045,1029045,1029045,current_closer,1029122,77,1029045,0,1029045,0
69,original,rounded_power_scan_only,13,True,1034974,1034974,1034974,current_closer,1035020,46,1034974,0,1034974,0
69,original,rounded_power_scan_only,14,True,1039871,1039871,1039871,current_closer,1039896,25,1039871,0,1039871,0
69,original,rounded_power_scan_only,15,True,1044365,1044365,1044365,current_closer,1044377,12,1044365,0,1044365,0
70,original,rounded_power_scan_only,1,True,28423,28423,28423,current_closer,28401,-22,28423,0,28423,0
70,original,rounded_power_scan_only,2,True,37399,37399,37399,current_closer,37355,-44,37399,0,37399,0
70,original,rounded_power_scan_only,3,True,45320,45320,45320,current_closer,45257,-63,45320,0,45320,0
70,original,rounded_power_scan_only,4,True,53396,53396,53396,current_closer,53312,-84,53396,0,53396,0
70,original,rounded_power_scan_only,5,True,63215,63215,63215,current_closer,63065,-150,63215,0,63215,0
70,original,rounded_power_scan_only,6,True,75450,75450,75450,current_closer,75199,-251,75450,0,75450,0
70,original,rounded_power_scan_only,7,True,92838,92838,92838,current_closer,92414,-424,92838,0,92838,0
70,original,rounded_power_scan_only,8,True,121899,121899,121899,current_closer,120955,-944,121899,0,121899,0
70,original,rounded_power_scan_only,9,True,258708,258708,258708,current_closer,246601,-12107,258708,0,258708,0
70,original,rounded_power_scan_only,10,True,1008339,1008339,1008339,current_closer,1008681,342,1008339,0,1008339,0
70,original,rounded_power_scan_only,11,True,1021349,1021349,1021349,current_closer,1021476,127,1021349,0,1021349,0
70,original,rounded_power_scan_only,12,True,1029117,1029117,1029117,current_closer,1029195,78,1029117,0,1029117,0
70,original,rounded_power_scan_only,13,True,1035018,1035018,1035018,current_closer,1035064,46,1035018,0,1035018,0
70,original,rounded_power_scan_only,14,True,1039895,1039895,1039895,current_closer,1039919,24,1039895,0,1039895,0
70,original,rounded_power_scan_only,15,True,1044377,1044377,1044377,current_closer,1044388,11,1044377,0,1044377,0
71,original,rounded_power_scan_only,1,True,28437,28437,28437,current_closer,28415,-22,28437,0,28437,0
71,original,rounded_power_scan_only,2,True,37430,37430,37430,current_closer,37381,-49,37430,0,37430,0
71,original,rounded_power_scan_only,3,True,45360,45360,45360,current_closer,45295,-65,45360,0,45360,0
71,original,rounded_power_scan_only,4,True,53456,53456,53456,current_closer,53364,-92,53456,0,53456,0
71,original,rounded_power_scan_only,5,True,63320,63320,63320,current_closer,63152,-168,63320,0,63320,0
71,original,rounded_power_scan_only,6,True,75597,75597,75597,current_closer,75344,-253,75597,0,75597,0
71,original,rounded_power_scan_only,7,True,93096,93096,93096,current_closer,92670,-426,93096,0,93096,0
71,original,rounded_power_scan_only,8,True,122481,122481,122481,current_closer,121504,-977,122481,0,122481,0
71,original,rounded_power_scan_only,9,True,267977,267977,267977,current_closer,254617,-13360,267978,1,267978,1
71,original,rounded_power_scan_only,10,True,1008627,1008627,1008627,current_closer,1009011,384,1008627,0,1008627,0
71,original,rounded_power_scan_only,11,True,1021463,1021463,1021463,current_closer,1021581,118,1021463,0,1021463,0
71,original,rounded_power_scan_only,12,True,1029192,1029192,1029192,current_closer,1029263,71,1029192,0,1029192,0
71,original,rounded_power_scan_only,13,True,1035064,1035064,1035064,current_closer,1035108,44,1035064,0,1035064,0
71,original,rounded_power_scan_only,14,True,1039920,1039920,1039920,current_closer,1039945,25,1039920,0,1039920,0
71,original,rounded_power_scan_only,15,True,1044389,1044389,1044389,current_closer,1044401,12,1044389,0,1044389,0
72,original,rounded_power_scan_only,1,True,28456,28456,28456,current_closer,28435,-21,28456,0,28456,0
72,original,rounded_power_scan_only,2,True,37474,37474,37474,current_closer,37426,-48,37474,0,37474,0
72,original,rounded_power_scan_only,3,True,45421,45421,45421,current_closer,45355,-66,45421,0,45421,0
72,original,rounded_power_scan_only,4,True,53544,53544,53544,current_closer,53448,-96,53544,0,53544,0
72,original,rounded_power_scan_only,5,True,63462,63462,63462,current_closer,63306,-156,63462,0,63462,0
72,original,rounded_power_scan_only,6,True,75810,75810,75810,current_closer,75579,-231,75810,0,75810,0
72,original,rounded_power_scan_only,7,True,93476,93476,93476,current_closer,93059,-417,93476,0,93476,0
72,original,rounded_power_scan_only,8,True,123392,123392,123392,current_closer,122397,-995,123392,0,123392,0
72,original,rounded_power_scan_only,9,True,283835,283835,283835,current_closer,268379,-15456,283835,0,283835,0
72,original,rounded_power_scan_only,10,True,1009046,1009046,1009046,current_closer,1009427,381,1009046,0,1009046,0
72,original,rounded_power_scan_only,11,True,1021585,1021585,1021585,current_closer,1021701,116,1021585,0,1021585,0
72,original,rounded_power_scan_only,12,True,1029261,1029261,1029261,current_closer,1029331,70,1029261,0,1029261,0
72,original,rounded_power_scan_only,13,True,1035105,1035105,1035105,current_closer,1035150,45,1035105,0,1035105,0
72,original,rounded_power_scan_only,14,True,1039942,1039942,1039942,current_closer,1039965,23,1039942,0,1039942,0
72,original,rounded_power_scan_only,15,True,1044399,1044399,1044399,current_closer,1044411,12,1044399,0,1044399,0
73,original,rounded_power_scan_only,1,True,28471,28471,28471,current_closer,28450,-21,28471,0,28471,0
73,original,rounded_power_scan_only,2,True,37505,37505,37505,current_closer,37460,-45,37505,0,37505,0
73,original,rounded_power_scan_only,3,True,45462,45462,45462,current_closer,45402,-60,45462,0,45462,0
73,original,rounded_power_scan_only,4,True,53610,53610,53610,current_closer,53515,-95,53610,0,53610,0
73,original,rounded_power_scan_only,5,True,63565,63565,63565,current_closer,63418,-147,63565,0,63565,0
73,original,rounded_power_scan_only,6,True,75983,75983,75983,current_closer,75737,-246,75983,0,75983,0
73,original,rounded_power_scan_only,7,True,93763,93763,93763,current_closer,93352,-411,93763,0,93763,0
73,original,rounded_power_scan_only,8,True,124076,124076,124076,current_closer,123103,-973,124077,1,124077,1
73,original,rounded_power_scan_only,9,True,302586,302586,302586,current_closer,279039,-23547,302586,0,302586,0
73,original,rounded_power_scan_only,10,True,1009402,1009402,1009402,current_closer,1009707,305,1009402,0,1009402,0
73,original,rounded_power_scan_only,11,True,1021694,1021694,1021694,current_closer,1021814,120,1021694,0,1021694,0
73,original,rounded_power_scan_only,12,True,1029329,1029329,1029329,current_closer,1029395,66,1029329,0,1029329,0
73,original,rounded_power_scan_only,13,True,1035149,1035149,1035149,current_closer,1035194,45,1035149,0,1035149,0
73,original,rounded_power_scan_only,14,True,1039965,1039965,1039965,current_closer,1039986,21,1039965,0,1039965,0
73,original,rounded_power_scan_only,15,True,1044411,1044411,1044411,current_closer,1044423,12,1044411,0,1044411,0
74,original,rounded_power_scan_only,1,True,28480,28480,28480,current_closer,28459,-21,28480,0,28480,0
74,original,rounded_power_scan_only,2,True,37523,37523,37523,current_closer,37480,-43,37523,0,37523,0
74,original,rounded_power_scan_only,3,True,45486,45486,45486,current_closer,45430,-56,45486,0,45486,0
74,original,rounded_power_scan_only,4,True,53651,53651,53651,current_closer,53557,-94,53651,0,53651,0
74,original,rounded_power_scan_only,5,True,63632,63632,63632,current_closer,63483,-149,63632,0,63632,0
74,original,rounded_power_scan_only,6,True,76089,76089,76089,current_closer,75844,-245,76089,0,76089,0
74,original,rounded_power_scan_only,7,True,93918,93918,93918,current_closer,93528,-390,93918,0,93918,0
74,original,rounded_power_scan_only,8,True,124496,124496,124496,current_closer,123515,-981,124496,0,124496,0
74,original,rounded_power_scan_only,9,True,314852,314852,314852,current_closer,288393,-26459,314851,-1,314851,-1
74,original,rounded_power_scan_only,10,True,1009576,1009576,1009576,current_closer,1009879,303,1009576,0,1009576,0
74,original,rounded_power_scan_only,11,True,1021772,1021772,1021772,current_closer,1021895,123,1021772,0,1021772,0
74,original,rounded_power_scan_only,12,True,1029377,1029377,1029377,current_closer,1029442,65,1029377,0,1029377,0
74,original,rounded_power_scan_only,13,True,1035185,1035185,1035185,current_closer,1035230,45,1035185,0,1035185,0
74,original,rounded_power_scan_only,14,True,1039984,1039984,1039984,current_closer,1040005,21,1039984,0,1039984,0
74,original,rounded_power_scan_only,15,True,1044424,1044424,1044424,current_closer,1044436,12,1044424,0,1044424,0
75,original,rounded_power_scan_only,1,True,28502,28502,28502,current_closer,28482,-20,28502,0,28502,0
75,original,rounded_power_scan_only,2,True,37564,37564,37564,current_closer,37526,-38,37564,0,37564,0
75,original,rounded_power_scan_only,3,True,45556,45556,45556,current_closer,45490,-66,45556,0,45556,0
75,original,rounded_power_scan_only,4,True,53748,53748,53748,current_closer,53657,-91,53748,0,53748,0
75,original,rounded_power_scan_only,5,True,63798,63798,63798,current_closer,63643,-155,63798,0,63798,0
75,original,rounded_power_scan_only,6,True,76347,76347,76347,current_closer,76106,-241,76347,0,76347,0
75,original,rounded_power_scan_only,7,True,94367,94367,94367,current_closer,93948,-419,94367,0,94367,0
75,original,rounded_power_scan_only,8,True,125550,125550,125550,current_closer,124550,-1000,125550,0,125550,0
75,original,rounded_power_scan_only,9,True,361644,361644,361644,current_closer,318279,-43365,361644,0,361644,0
75,original,rounded_power_scan_only,10,True,1009978,1009978,1009978,current_closer,1010268,290,1009978,0,1009978,0
75,original,rounded_power_scan_only,11,True,1021930,1021930,1021930,current_closer,1022049,119,1021930,0,1021930,0
75,original,rounded_power_scan_only,12,True,1029458,1029458,1029458,current_closer,1029523,65,1029458,0,1029458,0
