case,full_wall_seconds,internal_seconds,setup_seconds,outside_internal_seconds,overhead_fraction,template_seconds_per_wall_second
E1,20.52202098700218,15.667330265045166,8.753909349441528,4.854690721957013,0.6631218280118552,35626.90051155644
G1,19.995287427911535,15.13967251777649,8.47053837776184,4.855614910135046,0.6664647025426018,36565.41585790875
G2,19.95177652896382,15.095045804977417,8.47973895072937,4.856730723986402,0.6684351970039026,36645.15783537452
E2,20.246516193961725,15.398939371109009,8.38661241531372,4.847576822852716,0.6536526635685289,36111.69413027474
G3,19.937412422033958,15.0744788646698,8.337841033935547,4.862933557364158,0.6621107248958137,36671.55920353939
E3,20.26826415094547,15.400532245635986,8.374134302139282,4.867731905309483,0.6533300586982463,36072.94608728958
E4,20.158631753060035,15.329803705215454,8.389050483703613,4.828828047844581,0.6556932381852627,36269.12823034307
G4,19.932722489000298,15.085391283035278,8.353383302688599,4.84733120596502,0.6622634974192974,36680.18758619005
