# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 6K of event 'cycles:u'
# Event count (approx.): 77563899995
#
# Overhead       Samples        Period  Command     Shared Object                                          Symbol                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    IPC   [IPC Coverage]
# ........  ............  ............  ..........  .....................................................  ........................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................  ....................
#
     1.36%            80    1052559126  python      decompress_cpu_cython.cpython-311-x86_64-linux-gnu.so  [.] void _decomp_main_loop<float, std::complex<float> >(int, std::complex<float>*, double, long, long, float*, float*, float*, long, long)                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                -      -            
     1.21%            75     935604418  python      _multiarray_umath.cpython-311-x86_64-linux-gnu.so      [.] DOUBLE_add_FMA3__AVX2                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 -      -            
     1.19%            71     921174218  python      libmkl_def.so                                          [.] mkl_dft_def_owns_cBitRev1_Blk                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         -      -            
     0.88%            52     681323521  python      python3.11                                             [.] gc_collect_main                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       -      -            
     0.70%            43     543037010  python      liblal-8f7cb511.so.20.3.2                              [.] XLALIIRFilterREAL4Vector                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              -      -            
     0.62%            45     481310633  python      python3.11                                             [.] _Py_dict_lookup                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       -      -            
     0.60%            35     467177997  python      liblal-8f7cb511.so.20.3.2                              [.] XLALIIRFilterReverseREAL4Vector                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       -      -            
     0.59%            36     455232102  python      liblal-8f7cb511.so.20.3.2                              [.] XLALIIRFilterREAL8Vector                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              -      -            
     0.53%            31     414462048  python      liblal-8f7cb511.so.20.3.2                              [.] XLALIIRFilterReverseREAL8Vector                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       -      -            
     0.50%            30     390354392  python      _multiarray_umath.cpython-311-x86_64-linux-gnu.so      [.] _aligned_strided_to_contig_size8                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      -      -            
     0.45%            29     349300164  python      python3.11                                             [.] deduce_unreachable                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    -      -            
     0.43%            26     332827877  python      _multiarray_umath.cpython-311-x86_64-linux-gnu.so      [.] int introselect_<npy::float_tag, false, float>(float*, long*, long, long, long*, long*) [clone .isra.0]                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               -      -            
     0.41%            25     321305778  python      _multiarray_umath.cpython-311-x86_64-linux-gnu.so      [.] int introselect_<npy::double_tag, false, double>(double*, long*, long, long, long*, long*) [clone .isra.0]                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            -      -            
     0.41%            25     320662073  python      python3.11                                             [.] visit_reachable                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       -      -            
     0.41%            24     316755052  python      _multiarray_umath.cpython-311-x86_64-linux-gnu.so      [.] _strided_to_contig_size8                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              -      -            
     0.40%            24     312594328  python      _multiarray_umath.cpython-311-x86_64-linux-gnu.so      [.] FLOAT_square_SSE41                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    -      -            
     0.39%            24     301585976  python      _multiarray_umath.cpython-311-x86_64-linux-gnu.so      [.] handle_scalar                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         -      -            
     0.37%            32     289094923  python      libc.so.6                                              [.] __memmove_avx_unaligned_erms                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          -      -            
     0.33%            20     253631376  python      libframel-9cd69e87.so.8.43.1                           [.] huft_build                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            -      -            
     0.32%            21     246773976  python      _multiarray_umath.cpython-311-x86_64-linux-gnu.so      [.] _aligned_contig_cast_float_to_double                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  -      -            
     0.31%            19     239723316  python      libm.so.6                                              [.] __csqrtf                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              -      -            
     0.31%            18     237468525  python      _multiarray_umath.cpython-311-x86_64-linux-gnu.so      [.] _aligned_contig_to_strided_size8                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      -      -            
     0.29%            19     221107361  python      _multiarray_umath.cpython-311-x86_64-linux-gnu.so      [.] FLOAT_multiply_FMA3__AVX2                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             -      -            
     0.28%            17     214751623  python      libm.so.6                                              [.] __powf_fma                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            -      -            
     0.26%            18     201363311  python      python3.11                                             [.] _PyObject_GenericGetAttrWithDict                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      -      -            
     0.26%            15     200847844  python      libmkl_def.so                                          [.] mkl_dft_def_owns_cRadix4FwdNorm_64fc                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  -      -            
     0.24%            15     189992501  python      libframel-9cd69e87.so.8.43.1                           [.] Frz_inflate_blocks                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    -      -            
     0.23%            20     180632731  python      python3.11                                             [.] object_dealloc                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        -      -            
     0.23%            14     177690363  python      python3.11                                             [.] dict_traverse                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         -      -            
     0.22%            13     168492824  python      _multiarray_umath.cpython-311-x86_64-linux-gnu.so      [.] _aligned_contig_to_strided_size4                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      -      -            
     0.21%            15     163943561  python      python3.11                                             [.] tupledealloc                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          -      -            
     0.20%            12     155220297  python      _multiarray_umath.cpython-311-x86_64-linux-gnu.so      [.] PyArray_Pack                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          -      -            
     0.20%            12     154884353  python      _multiarray_umath.cpython-311-x86_64-linux-gnu.so      [.] PyArray_AssignFromCache_Recursive                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.20%            12     153975516  python      libmkl_def.so                                          [.] mkl_dft_def_owns_initTabTwd_L1_32f                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    -      -            
     0.20%            12     151835984  python      libframel-9cd69e87.so.8.43.1                           [.] Frz_inflate_codes                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.19%            11     145575502  python      _multiarray_umath.cpython-311-x86_64-linux-gnu.so      [.] FLOAT_add_FMA3__AVX2                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  -      -            
     0.17%            11     134835621  python      libc.so.6                                              [.] __memmove_avx_unaligned                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               -      -            
     0.17%            13     132414868  python      _multiarray_umath.cpython-311-x86_64-linux-gnu.so      [.] _aligned_contig_cast_double_to_float                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  -      -            
     0.17%            10     132111511  python      libmkl_def.so                                          [.] mkl_dft_def_owns_cRadix4Fwd_32fc                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      -      -            
     0.17%            10     130140743  python      libmkl_def.so                                          [.] compute_task_fwd                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      -      -            
     0.15%            13     118462478  python      [unknown]                                              [k] 0xffffffff86400ba0                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    -      -            
     0.15%            11     115710105  python      python3.11                                             [.] type_getattro                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         -      -            
     0.15%            10     114303237  python      _multiarray_umath.cpython-311-x86_64-linux-gnu.so      [.] arr_interp                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            -      -            
     0.15%             9     112581276  python      _multiarray_umath.cpython-311-x86_64-linux-gnu.so      [.] npy_csqrtf                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            -      -            
     0.14%            19     111483023  python      libmkl_def.so                                          [.] initTabTwd_Step                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       -      -            
     0.14%             9     111119721  python      libmkl_def.so                                          [.] mkl_dft_def_owns_initTabTwdBase_32f                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   -      -            
     0.14%            11     110533157  python      python3.11                                             [.] update_one_slot                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       -      -            
     0.14%             9     107844951  python      _multiarray_umath.cpython-311-x86_64-linux-gnu.so      [.] FLOAT_divide_FMA3__AVX2                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               -      -            
     0.14%             8     106892431  python      libmkl_def.so                                          [.] mkl_dft_def_owns_initTabTwd_L1_64f                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    -      -            
     0.14%             8     105737132  python      array_cpu.cpython-311-x86_64-linux-gnu.so              [.] __pyx_fuse_0__pyx_pw_5pycbc_5types_9array_cpu_49inner_real(_object*, _object*, _object*)                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              -      -            
     0.13%             9     101558830  python      _multiarray_umath.cpython-311-x86_64-linux-gnu.so      [.] PyArray_DiscoverDTypeAndShape_Recursive                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               -      -            
     0.13%             8      99792487  python      python3.11                                             [.] func_traverse                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         -      -            
     0.12%             8      95453104  python      libc.so.6                                              [.] unlink_chunk.isra.0                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   -      -            
     0.12%             8      94464517  python      python3.11                                             [.] assemble                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              -      -            
     0.12%             7      93394771  python      _multiarray_umath.cpython-311-x86_64-linux-gnu.so      [.] PyArray_PromoteTypes                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  -      -            
     0.12%             7      92877852  python      _multiarray_umath.cpython-311-x86_64-linux-gnu.so      [.] _aligned_strided_to_contig_size4                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      -      -            
     0.12%             9      91621172  python      python3.11                                             [.] sre_ucs1_match                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        -      -            
     0.12%             7      91338895  python      libc.so.6                                              [.] __memset_avx2_unaligned_erms                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          -      -            
     0.12%             8      90938548  python      python3.11                                             [.] subtype_traverse                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      -      -            
     0.12%             7      90829454  python      libmkl_def.so                                          [.] compute_task_fwd                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      -      -            
     0.12%            17      90557576  python      [unknown]                                              [k] 0xffffffff861d9bb7                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    -      -            
     0.12%            10      89895658  python      ld-linux-x86-64.so.2                                   [.] do_lookup_x                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           -      -            
     0.11%             7      88346237  python      _multiarray_umath.cpython-311-x86_64-linux-gnu.so      [.] LONG_setitem                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          -      -            
     0.11%             7      88088699  python      libmkl_def.so                                          [.] mkl_dft_def_owns_cRadix4Fwd_64fc                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      -      -            
     0.11%             8      85135565  python      python3.11                                             [.] _PyCode_New                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           -      -            
     0.11%             8      83671870  python      libc.so.6                                              [.] __memcmp_avx2_movbe                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   -      -            
     0.10%             6      78998854  python      ld-linux-x86-64.so.2                                   [.] _dl_find_dso_for_object                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               -      -            
     0.10%             7      78741925  python      python3.11                                             [.] PyObject_GetAttr                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      -      -            
     0.10%             6      78119233  python      python3.11                                             [.] PyNumber_Long                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         -      -            


#
# (Cannot load tips.txt file, please install perf!)
#
