# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 13K of event 'cycles:u'
# Event count (approx.): 176804251613
#
# Overhead  Command     Shared Object                                          Symbol                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         
# ........  ..........  .....................................................  ...........................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................
#
     0.00%  python      [unknown]                                              [k] 0xffffffff8625aeea
     0.00%  python      [unknown]                                              [k] 0xffffffffc08bc07b
     0.00%  python      python3.11                                             [.] method_vectorcall_VARARGS
     0.00%  python      python3.11                                             [.] unicode_resize
     0.00%  python      [unknown]                                              [k] 0xffffffff85432890
     0.00%  python      [unknown]                                              [k] 0xffffffff854481b0
     0.00%  python      libnvrtc.so.13                                         [.] 0x00000000040b8344
     0.00%  python      [unknown]                                              [k] 0xffffffff8549a4b2
     0.00%  python      [unknown]                                              [k] 0xffffffff854314ce
     0.00%  python      [unknown]                                              [k] 0xffffffff8545f1a3
     0.00%  python      [unknown]                                              [k] 0xffffffff861b3e89
     0.00%  python      ld-linux-x86-64.so.2                                   [.] _dl_check_map_versions
     0.00%  python      [unknown]                                              [k] 0xffffffff8545ba61
     0.00%  python      [unknown]                                              [k] 0xffffffff8545ad12
     0.00%  python      [unknown]                                              [k] 0xffffffff851a6e1a
     0.00%  python      [unknown]                                              [k] 0xffffffff85432850
     0.00%  python      [unknown]                                              [k] 0xffffffff861b8240
     0.00%  python      [unknown]                                              [k] 0xffffffff861b80e1
     0.00%  python      [unknown]                                              [k] 0xffffffff86259161
     0.00%  python      [unknown]                                              [k] 0xffffffff8545d56d
     0.00%  python      [unknown]                                              [k] 0xffffffff85425281
     0.00%  python      [unknown]                                              [k] 0xffffffff85432868
     0.00%  python      [unknown]                                              [k] 0xffffffff86259120
     0.00%  python      [unknown]                                              [k] 0xffffffff854579d0
     0.00%  python      [unknown]                                              [k] 0xffffffff86400bac
     0.00%  python      [unknown]                                              [k] 0xffffffff861b3f08
     0.00%  python      [unknown]                                              [k] 0xffffffff85448107
     0.00%  python      [unknown]                                              [k] 0xffffffff86266375
     0.00%  python      [unknown]                                              [k] 0xffffffff851a738c
     0.00%  python      libcusparse.so.12                                      [.] 0x0000000000b98a87
     0.00%  python      [unknown]                                              [k] 0xffffffff850d914f
     0.00%  python      [unknown]                                              [k] 0xffffffff8524a05f
     0.00%  python      libc.so.6                                              [.] _dl_addr
     0.00%  python      [unknown]                                              [k] 0xffffffff85426110
     0.00%  python      [unknown]                                              [k] 0xffffffff85432ff8
     0.00%  python      [unknown]                                              [k] 0xffffffff854331c6
     0.00%  python      [unknown]                                              [k] 0xffffffff8543173f
     0.00%  python      [unknown]                                              [k] 0xffffffff8542584c
     0.00%  python      [unknown]                                              [k] 0xffffffff854316ca
     0.00%  python      [unknown]                                              [k] 0xffffffff854329f7
     0.00%  python      [unknown]                                              [k] 0xffffffff851dcd40
     0.00%  python      [unknown]                                              [k] 0xffffffff854d14a4
     0.00%  python      [unknown]                                              [k] 0xffffffff8524a095
     0.00%  python      [unknown]                                              [k] 0xffffffff85448277
     0.00%  python      [unknown]                                              [k] 0xffffffff8542584d
     0.00%  python      [unknown]                                              [k] 0xffffffff854314ef
     0.00%  python      [unknown]                                              [k] 0xffffffff85460a27
     0.00%  python      [unknown]                                              [k] 0xffffffff853ff917
     0.00%  python      [unknown]                                              [k] 0xffffffff8545b9c3
     0.00%  python      [unknown]                                              [k] 0xffffffff853ff906
     0.00%  python      [unknown]                                              [k] 0xffffffff8545ba30
     0.00%  python      [unknown]                                              [k] 0xffffffff85497a16
     0.00%  python      [unknown]                                              [k] 0xffffffff86259134
     0.00%  python      libmkl_def.so                                          [.] commit
     0.00%  python      [unknown]                                              [k] 0xffffffff85448007
     0.00%  python      [unknown]                                              [k] 0xffffffff8626aa86
     0.00%  python      [unknown]                                              [k] 0xffffffff8545f303
     0.00%  python      [unknown]                                              [k] 0xffffffff8545f18d
     0.00%  python      [unknown]                                              [k] 0xffffffff858783d6
     0.00%  python      [unknown]                                              [k] 0xffffffff8545ca20
     0.00%  python      libcublasLt.so.13                                      [.] 0x000000000717c6ce
     0.00%  lscpu       [unknown]                                              [k] 0xffffffff85471e98
     0.00%  python      [unknown]                                              [k] 0xffffffff8542e120
     0.00%  python      [unknown]                                              [k] 0xffffffff85460b63
     0.00%  python      [unknown]                                              [k] 0xffffffff8549ac00
     0.00%  python      [unknown]                                              [k] 0xffffffff854311ff
     0.00%  lscpu       [unknown]                                              [k] 0xffffffff8550cd49
     0.00%  lscpu       [unknown]                                              [k] 0xffffffff85469fb0
     0.00%  lscpu       [unknown]                                              [k] 0xffffffff851f9a1d
     0.00%  lscpu       [unknown]                                              [k] 0xffffffff85525b93
     0.00%  python      ld-linux-x86-64.so.2                                   [.] handle_amd
     0.00%  lscpu       lscpu                                                  [.] 0x000000000000ad44
     0.00%  lscpu       [unknown]                                              [k] 0xffffffff85510cb8
     0.00%  lscpu       [unknown]                                              [k] 0xffffffff8625aef2
     0.00%  lscpu       libc.so.6                                              [.] __libc_openat64
     0.00%  python      [unknown]                                              [k] 0xffffffff8545cade
     0.00%  python      ld-linux-x86-64.so.2                                   [.] check_match
     0.00%  python      ld-linux-x86-64.so.2                                   [.] _dl_fixup
     0.00%  python      [unknown]                                              [k] 0xffffffff85432ab8
     0.00%  python      ld-linux-x86-64.so.2                                   [.] _dl_runtime_resolve_xsavec
     0.00%  python      libmkl_gnu_thread.so                                   [.] mkl_serv_get_dynamic
     0.00%  python      [unknown]                                              [k] 0xffffffff850d7c51
     0.00%  python      [unknown]                                              [k] 0xffffffff8544800c


#
# (Cannot load tips.txt file, please install perf!)
#
